uID,variable,factor,.id,source,haus1.1,haus1.1t_1,haus2.1,haus2.1t_1,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
119,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY__pencilpapercritcher_wilfredlaur_r.csv,wilfredlaur,,,2,34.063,wilfredlaur,wilfredlaur,wilfredlaur,Canada,"Wilfrid Laurier University, Waterloo, Ontario, Canada",English,1,illegal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Critcher|VanLange|Huang|Kay|Inbar|Ross.Slate1|Rottenstrich|Bauer|Hauser|Alter|Graham|Miyamoto|Anderson,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,9,Order,all,TRUE
162,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY__pencilpapercritcher_wilfredlaur_r.csv,wilfredlaur,,,2,35.988,wilfredlaur,wilfredlaur,wilfredlaur,Canada,"Wilfrid Laurier University, Waterloo, Ontario, Canada",English,1,illegal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Kay|Miyamoto|Huang|Critcher|VanLange|Ross.Slate1|Rottenstrich|Inbar|Hauser|Graham|Bauer|Alter|Anderson,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Global self-esteem SISE,9,Order,all,TRUE
171,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY__pencilpapercritcher_wilfredlaur_r.csv,wilfredlaur,,,2,31.646,wilfredlaur,wilfredlaur,wilfredlaur,Canada,"Wilfrid Laurier University, Waterloo, Ontario, Canada",English,1,illegal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Kay|Bauer|Huang|Ross.Slate1|Anderson|Inbar|Rottenstrich|VanLange|Hauser|Miyamoto|Alter|Graham|Critcher,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Mood,9,Order,all,TRUE
177,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY__pencilpapercritcher_wilfredlaur_r.csv,wilfredlaur,,,2,47.691,wilfredlaur,wilfredlaur,wilfredlaur,Canada,"Wilfrid Laurier University, Waterloo, Ontario, Canada",English,1,illegal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Alter|VanLange|Rottenstrich|Ross.Slate1|Inbar|Kay|Anderson|Bauer|Hauser|Miyamoto|Critcher|Huang|Graham,ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
194,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY__pencilpapercritcher_wilfredlaur_r.csv,wilfredlaur,,,2,52.183,wilfredlaur,wilfredlaur,wilfredlaur,Canada,"Wilfrid Laurier University, Waterloo, Ontario, Canada",English,1,illegal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Ross.Slate1|Bauer|VanLange|Kay|Alter|Huang|Graham|Miyamoto|Hauser|Inbar|Critcher|Rottenstrich|Anderson,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
197,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,ubc,,,2,26.578,ubc,ubc,ubc,Canada,"University of British Columbia, Vancouver, Canada",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Anderson|VanLange|Critcher|Bauer|Ross.Slate1|Rottenstrich|Graham|Hauser|Kay|Huang|Miyamoto|Inbar,ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: TIPI for Big-Five,9,Order,all,TRUE
258,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,ubc,,,2,31.145,ubc,ubc,ubc,Canada,"University of British Columbia, Vancouver, Canada",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Alter|VanLange|Graham|Kay|Miyamoto|Huang|Anderson|Hauser|Inbar|Rottenstrich|Ross.Slate1|Critcher,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE,9,Order,all,TRUE
305,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,ubc,,,2,45.196,ubc,ubc,ubc,Canada,"University of British Columbia, Vancouver, Canada",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Ross.Slate1|Anderson|Alter|Critcher|Huang|Graham|Kay|Hauser|Inbar|VanLange|Bauer|Rottenstrich,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Global self-esteem SISE,9,Order,all,TRUE
331,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,2,4.343,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Kay|Rottenstrich|VanLange|Alter|Huang|Anderson|Miyamoto|Hauser|Critcher|Bauer|Inbar|Ross.Slate1,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood,9,Order,all,TRUE
340,Yes,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,1,125.431,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Ross.Slate1|Alter|Huang|Kay|Inbar|VanLange|Critcher|Hauser|Graham|Miyamoto|Bauer|Anderson,ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,9,Order,all,TRUE
348,Yes,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,ubc,,,1,33.405,ubc,ubc,ubc,Canada,"University of British Columbia, Vancouver, Canada",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|VanLange|Kay|Miyamoto|Inbar|Alter|Critcher|Bauer|Hauser|Rottenstrich|Anderson|Ross.Slate1|Graham,ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection,9,Order,all,TRUE
381,Yes,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,1,6.937,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Alter|Miyamoto|Critcher|VanLange|Anderson|Huang|Graham|Hauser|Ross.Slate1|Bauer|Inbar|Kay,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,9,Order,all,TRUE
401,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,2,52.776,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Miyamoto|Huang|Bauer|VanLange|Rottenstrich|Graham|Kay|Hauser|Ross.Slate1|Anderson|Inbar|Critcher,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
451,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,2,40.856,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Ross.Slate1|Huang|Bauer|Miyamoto|Anderson|Alter|VanLange|Hauser|Inbar|Rottenstrich|Critcher|Kay,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
458,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,2,8.629,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Bauer|Critcher|Kay|Anderson|Ross.Slate1|Graham|Alter|Hauser|Miyamoto|Huang|Inbar|VanLange,ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,9,Order,all,TRUE
472,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,ubc,,,2,54.186,ubc,ubc,ubc,Canada,"University of British Columbia, Vancouver, Canada",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Ross.Slate1|Graham|Alter|Anderson|Bauer|Kay|Rottenstrich|Hauser|Inbar|Critcher|VanLange|Huang,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE,9,Order,all,TRUE
490,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,2,60.34,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Bauer|VanLange|Graham|Kay|Inbar|Critcher|Huang|Hauser|Rottenstrich|Miyamoto|Ross.Slate1|Alter,ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing,9,Order,all,TRUE
512,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,2,27.901,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Miyamoto|Rottenstrich|Kay|VanLange|Inbar|Critcher|Ross.Slate1|Hauser|Graham|Anderson|Alter|Huang,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,9,Order,all,TRUE
603,Yes,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,ubc,,,1,39.336,ubc,ubc,ubc,Canada,"University of British Columbia, Vancouver, Canada",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Inbar|VanLange|Huang|Ross.Slate1|Graham|Kay|Miyamoto|Hauser|Rottenstrich|Alter|Critcher|Anderson,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five,9,Order,all,TRUE
607,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,2,31.693,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Alter|Ross.Slate1|Bauer|Huang|Miyamoto|Graham|VanLange|Hauser|Critcher|Kay|Inbar|Anderson,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,9,Order,all,TRUE
614,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,ubc,,,2,41.965,ubc,ubc,ubc,Canada,"University of British Columbia, Vancouver, Canada",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Ross.Slate1|Kay|Huang|Rottenstrich|Anderson|VanLange|Bauer|Hauser|Miyamoto|Alter|Inbar|Critcher,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood,9,Order,all,TRUE
686,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,2,29.638,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|VanLange|Critcher|Miyamoto|Alter|Graham|Kay|Inbar|Hauser|Rottenstrich|Bauer|Ross.Slate1|Anderson,ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
696,No,GreaterGood,ML2_Slate1_CanadaEng_Inlab_execution_illegal_DEPLOY_r.csv,toronto,,,2,73.518,toronto,toronto,toronto,Canada,"University of Toronto, Scarborough",English,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|VanLange|Anderson|Ross.Slate1|Alter|Rottenstrich|Graham|Kay|Hauser|Huang|Bauer|Critcher|Inbar,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five,9,Order,all,TRUE
718,No,GreaterGood,ML2_Slate1_Chinese_Inlab_execution_illegal_DEPLOY__Hong_Kong_r__For_Andrew_Tang.csv,ouhktab,,,2,17.544,ouhk,ouhk,ouhktab,"Hong Kong, China",Open University of Hong Kong,Chinese (traditional),0,illegal,Yes,Other (please indicate),Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Anderson|Graham|Miyamoto|Kay|Critcher|VanLange|Rottenstrich|Hauser|Bauer|Alter|Inbar|Ross.Slate1,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing,9,Order,all,TRUE
740,Yes,GreaterGood,ML2_Slate1_Chinese_Inlab_execution_illegal_DEPLOY__Hong_Kong_r__For_Andrew_Tang.csv,ouhktab,,,1,47.92,ouhk,ouhk,ouhktab,"Hong Kong, China",Open University of Hong Kong,Chinese (traditional),0,illegal,Yes,Other (please indicate),Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Critcher|Anderson|Alter|Kay|Huang|Rottenstrich|Miyamoto|Hauser|Ross.Slate1|Graham|VanLange|Inbar,ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
812,No,GreaterGood,ML2_Slate1_Chinese_Inlab_execution_illegal_DEPLOY__Hong_Kong_r.csv,hkust,,,2,39.604,hkust,hkust,hkust,"Hong Kong, China","Division of Social Science, The Hong Kong University of Science and Technology, Hong Kong, China",Chinese (traditional),0,illegal,Yes,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Inbar|Anderson|Graham|Alter|Critcher|Kay|VanLange|Hauser|Huang|Bauer|Rottenstrich|Ross.Slate1,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing,9,Order,all,TRUE
851,Yes,GreaterGood,ML2_Slate1_Chinese_Inlab_execution_illegal_DEPLOY__Hong_Kong_r.csv,hkust,,,1,31.086,hkust,hkust,hkust,"Hong Kong, China","Division of Social Science, The Hong Kong University of Science and Technology, Hong Kong, China",Chinese (traditional),0,illegal,Yes,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Critcher|Graham|Bauer|VanLange|Huang|Alter|Inbar|Hauser|Rottenstrich|Anderson|Miyamoto|Ross.Slate1,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,9,Order,all,TRUE
856,No,GreaterGood,ML2_Slate1_Chinese_Inlab_execution_illegal_DEPLOY__Hong_Kong_r.csv,hkusttab,,,2,35.59,hkust,hkust,hkusttab,"Hong Kong, China","Division of Social Science, The Hong Kong University of Science and Technology, Hong Kong, China",Chinese (traditional),0,illegal,No,Other (please indicate),Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Alter|Inbar|Bauer|Miyamoto|Graham|Anderson|Critcher|Hauser|Ross.Slate1|Rottenstrich|VanLange|Huang,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE,9,Order,all,TRUE
927,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r__Revised_by_Huajian.csv,castab,,,2,37.118,cas,cas,castab,China,"Chinese Academy of Science, Beijing, China",Chinese (simplified),0,legal,No,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Inbar|Rottenstrich|Critcher|Graham|Alter|Miyamoto|VanLange|Hauser|Anderson|Bauer|Kay|Ross.Slate1,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,9,Order,all,TRUE
977,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r__Revised_by_Huajian.csv,cas,,,2,71.443,cas,cas,cas,China,"Chinese Academy of Science, Beijing, China",Chinese (simplified),0,legal,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Alter|Miyamoto|Inbar|Graham|Rottenstrich|Kay|Critcher|Hauser|Bauer|Huang|Ross.Slate1|Anderson,ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,9,Order,all,TRUE
986,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r__Revised_by_Huajian.csv,cas,,,2,23.281,cas,cas,cas,China,"Chinese Academy of Science, Beijing, China",Chinese (simplified),0,legal,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Anderson|Inbar|Alter|Ross.Slate1|Rottenstrich|Critcher|Bauer|Hauser|Miyamoto|Kay|Huang|Graham,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,9,Order,all,TRUE
1023,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,zhejiang,,,2,28.302,zhejiang,zhejiang,zhejiang,China,"Shanghai International Studies University, SISU Intercultural Institute, Shanghai, China",Chinese (simplified),0,legal,Yes,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Huang|Ross.Slate1|Inbar|Rottenstrich|Kay|Bauer|Miyamoto|Hauser|Critcher|VanLange|Alter|Graham,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,9,Order,all,TRUE
1046,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,zhejiang,,,2,21.847,zhejiang,zhejiang,zhejiang,China,"Shanghai International Studies University, SISU Intercultural Institute, Shanghai, China",Chinese (simplified),0,legal,Yes,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Rottenstrich|Kay|Graham|VanLange|Anderson|Huang|Miyamoto|Hauser|Critcher|Alter|Inbar|Ross.Slate1,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five,9,Order,all,TRUE
1093,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,zhejiang,,,2,21.716,zhejiang,zhejiang,zhejiang,China,"Shanghai International Studies University, SISU Intercultural Institute, Shanghai, China",Chinese (simplified),0,legal,Yes,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Bauer|Huang|Alter|VanLange|Anderson|Inbar|Kay|Hauser|Miyamoto|Critcher|Graham|Rottenstrich,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE,9,Order,all,TRUE
1148,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,,,2,19.746,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Kay|Rottenstrich|Graham|Alter|Critcher|Miyamoto|Ross.Slate1|Hauser|Bauer|Inbar|VanLange|Huang,ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,9,Order,all,TRUE
1196,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,,,2,17.265,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Critcher|Inbar|Anderson|Rottenstrich|Alter|VanLange|Huang|Hauser|Graham|Miyamoto|Bauer|Ross.Slate1,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
1200,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,,,2,11.93,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Huang|Alter|Graham|Bauer|Kay|Inbar|Anderson|Hauser|Ross.Slate1|Rottenstrich|VanLange|Miyamoto,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,9,Order,all,TRUE
1241,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,,,2,25.155,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Inbar|VanLange|Huang|Miyamoto|Kay|Graham|Ross.Slate1|Hauser|Bauer|Rottenstrich|Anderson|Alter,ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),9,Order,all,TRUE
1243,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,,,2,20.778,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Huang|Miyamoto|Ross.Slate1|Graham|VanLange|Anderson|Critcher|Hauser|Rottenstrich|Kay|Alter|Inbar,ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,9,Order,all,TRUE
1263,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,henan,,,2,45.942,henan,henan,henan,China,"Shanghai International Studies University, SISU Intercultural Institute, Shanghai, China",Chinese (simplified),0,legal,Yes,Online (at home),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Alter|VanLange|Ross.Slate1|Graham|Kay|Inbar|Miyamoto|Hauser|Huang|Critcher|Bauer|Anderson,ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,9,Order,all,TRUE
1321,Yes,GreaterGood,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,,,1,52.792,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Critcher|Bauer|VanLange|Kay|Ross.Slate1|Inbar|Graham|Hauser|Rottenstrich|Alter|Miyamoto|Anderson,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,9,Order,all,TRUE
1336,Yes,GreaterGood,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,,,1,49.677,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Bauer|Miyamoto|Anderson|Graham|Kay|Huang|VanLange|Hauser|Ross.Slate1|Critcher|Inbar|Rottenstrich,ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing,9,Order,all,TRUE
